name,nickname,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth
Kevin Croom,Crash,180.34,61.23,185.42,Orthodox,1987-07-15
Matt Grice,The Real One,172.72,65.77,177.8,Orthodox,1981-07-29
Caio Borralho,The Natural,177.8,83.91,190.5,Southpaw,1993-01-16
Karl Roberson,Baby K,185.42,92.99,187.96,Southpaw,1990-10-04
Spike Carlyle,Alpha Ginger,172.72,65.77,180.34,Switch,1993-05-06
Tom Niinimaki,Stoneface,175.26,65.77,175.26,Orthodox,1982-07-25
Nick Pace,,170.18,61.23,172.72,Orthodox,1987-04-17
John Salter,,185.42,83.91,187.96,Southpaw,1985-03-21
Rafael Rebello,Rafinha,165.1,61.23,170.18,Orthodox,1980-10-16
Chris Camozzi,,187.96,83.91,190.5,Orthodox,1986-11-20
Bart Palaszewski,Bartimus,175.26,65.77,177.8,Orthodox,1983-05-30
Sean Woodson,The Sniper,187.96,65.77,198.12,Orthodox,1992-06-07
Nobuhiro Obiya,,172.72,65.77,,Orthodox,1981-01-15
Ciryl Gane,Bon Gamin,193.04,111.13,205.74,Orthodox,1990-04-12
Miranda Maverick,Fear The,160.02,56.7,165.1,Southpaw,1997-07-01
Lucas Martins,Mineiro,182.88,65.77,182.88,Southpaw,1988-11-11
Renan Barao,The Baron,167.64,65.77,177.8,Orthodox,1987-01-31
Hernani Perpetuo,,182.88,77.11,,Orthodox,1985-05-24
James Zikic,The Messenger,187.96,92.99,,Orthodox,1977-03-01
Mario Sousa,Coracao Valente,190.5,83.91,200.66,Orthodox,1996-10-20
Yuki Kondo,,180.34,83.01,,Southpaw,1975-07-17
Jacob Kilburn,The Killer,175.26,65.77,182.88,Orthodox,1995-06-28
Talita Bernardo,,162.56,61.23,172.72,Orthodox,1987-03-04
Yoshihiro Nakao,Kiss,182.88,99.79,,Southpaw,1972-06-25
Maria Silva,Viuva Negra,160.02,52.16,162.56,Orthodox,1995-12-19
Nick Catone,The Jersey Devil,182.88,83.91,182.88,Southpaw,1981-09-01
Julio Paulino,The Dominican Demon,182.88,77.11,,Orthodox,1975-12-04
Roger Huerta,El Matador,175.26,70.31,177.8,Orthodox,1983-05-20
Saad Awad,Assassin,180.34,70.31,,,
Yushin Okami,Thunder,187.96,77.11,190.5,Southpaw,1981-07-21
Natan Levy,Lethal,175.26,70.31,180.34,Southpaw,1991-09-30
Humberto Bandenay,,180.34,65.77,180.34,Southpaw,1994-09-04
Peter Sobotta,,182.88,77.11,190.5,Southpaw,1987-01-11
Louis Cosce,,175.26,77.11,180.34,Orthodox,1995-08-27
Marcelo Golm,,190.5,112.94,190.5,Orthodox,1992-09-15
Francisco Trinaldo,Massaranduba,175.26,77.11,177.8,Southpaw,1978-08-24
Emmanuel Sanchez,El Matador,175.26,65.77,180.34,,
Tae Hyun Bang,Supernatural,175.26,70.31,180.34,Switch,1983-04-15
Hector Lombard,,175.26,83.91,180.34,Southpaw,1978-02-02
Charlie Valencia,,160.02,61.23,162.56,Orthodox,1974-10-31
Demetrious Johnson,Mighty Mouse,160.02,56.7,167.64,Orthodox,1986-08-13
Jon Jones,Bones,193.04,112.49,213.36,Orthodox,1987-07-19
Fernando Bruno,Acougueiro,167.64,65.77,,,
Marvin Vettori,The Italian Dream,182.88,83.91,187.96,Southpaw,1993-09-20
Aaron Simpson,A-Train,182.88,77.11,185.42,Orthodox,1974-07-20
Alex Nicholson,The Spartan,193.04,83.91,195.58,Orthodox,1990-05-02
Ovince Saint Preux,,190.5,92.99,203.2,Southpaw,1983-04-08
Jessica Eye,Evil,167.64,56.7,167.64,Orthodox,1986-07-27
Sean O'Connell,The Real OC,185.42,92.99,187.96,Orthodox,1983-09-02
Tetsuji Kato,,,70.31,,Orthodox,
Nina Nunes,,165.1,56.7,162.56,Orthodox,1985-12-03
Bojan Velickovic,Serbian Steel,182.88,77.11,193.04,Southpaw,1988-12-18
Jesse Ronson,The Body Snatcher,177.8,70.31,177.8,Southpaw,1985-12-24
James Irvin,The Sandman,187.96,92.99,190.5,Orthodox,1978-09-12
Ronys Torres,,170.18,70.31,,Orthodox,1975-08-13
Justin Jones,Black Dynamite,180.34,83.91,,Orthodox,1987-09-06
Wallid Ismail,,170.18,92.99,,Orthodox,1968-02-23
Danyelle Wolf,,180.34,65.77,177.8,Orthodox,1983-09-08
Mick Parkin,,193.04,120.2,200.66,Orthodox,1995-10-02
Kron Gracie,,175.26,65.77,177.8,Southpaw,1988-07-11
Reza Madadi,Mad Dog,180.34,70.31,185.42,Orthodox,1978-06-20
Tony Fryklund,The Freak,182.88,83.91,,Orthodox,1971-03-26
Kevin Holland,Trailblazer,190.5,77.11,205.74,Orthodox,1992-11-05
Nathaniel Wood,The Prospect,167.64,65.77,175.26,Orthodox,1993-05-08
Gloria de Paula,Glorinha,165.1,52.16,170.18,Orthodox,1995-06-10
Dan Cramer,,187.96,77.11,,Orthodox,1985-10-31
Akihiro Gono,,170.18,77.11,172.72,Switch,1974-10-07
Rafael Natal,Sapo,182.88,83.91,195.58,Orthodox,1982-12-25
Tyler Stinson,The Evolution,190.5,77.11,,,
Cezar Ferreira,Mutante,185.42,83.91,198.12,Southpaw,1985-02-15
Hiroshi Izumi,,,92.99,,Orthodox,1982-06-22
Marcos Vinicius,Vina,175.26,56.7,,Orthodox,1979-12-05
Patrick Williams,The Animal,172.72,61.23,185.42,Orthodox,1981-09-07
Yohan Lainesse,White Lion,185.42,77.11,193.04,Orthodox,1992-08-14
Rin Nakai,,154.94,61.23,,Orthodox,1986-10-22
Serghei Spivac,Polar Bear,190.5,117.93,198.12,Orthodox,1995-01-24
Cortney Casey,Cast Iron,170.18,56.7,170.18,Orthodox,1987-05-05
Sara McMann,,167.64,61.23,167.64,Orthodox,1980-09-24
Hector Ramirez,Sick Dog,182.88,92.99,,Orthodox,1976-03-28
Ronny Markes,,185.42,83.91,190.5,Orthodox,1988-04-21
Jeff Joslin,The Inferno,182.88,77.11,,Orthodox,1975-04-30
Stefan Sekulic,,182.88,77.11,190.5,Southpaw,1992-02-12
Sedriques Dumas,The Reaper,187.96,83.91,200.66,Orthodox,1995-08-06
Josh Culibao,Kuya,177.8,65.77,185.42,Orthodox,1994-05-24
Cathal Pendred,The Punisher,185.42,77.11,190.5,Orthodox,1987-09-02
Anshul Jubli,King of Lions,182.88,70.31,175.26,Switch,1995-01-13
Tsuyoshi Kohsaka,TK,180.34,102.06,,Orthodox,1970-03-06
Daijiro Matsui,,175.26,90.72,,Orthodox,1972-12-05
Steve Garcia,Mean Machine,182.88,70.31,190.5,Southpaw,1992-05-22
Francisco Figueiredo,Sniper,167.64,56.7,172.72,Southpaw,1989-10-23
Shane Burgos,Hurricane,180.34,65.77,190.5,Orthodox,1991-03-19
Jimi Manuwa,Poster Boy,185.42,92.99,200.66,Orthodox,1980-02-18
Cody Durden,,170.18,56.7,170.18,Southpaw,1991-03-29
Estevan Payan,El Terrible,177.8,65.77,,Orthodox,1982-03-14
Andrei Semenov,,182.88,83.91,,Orthodox,1977-06-17
Brendan Schaub,Big Brown,193.04,111.13,198.12,Orthodox,1983-03-18
Iasmin Lucindo,,160.02,52.16,167.64,Orthodox,2002-01-08
Mirsad Bektic,,172.72,65.77,177.8,Orthodox,1991-02-16
Evangelista Santos,Cyborg,177.8,77.11,193.04,Orthodox,1977-12-12
Christos Giagos,The Spartan,177.8,70.31,180.34,Orthodox,1990-01-23
Sarah Alpar,Too Sweet,162.56,61.23,160.02,Southpaw,1991-06-01
Hu Yaozong,Totoro,190.5,83.91,182.88,Orthodox,1995-04-07
Manel Kape,StarBoy,165.1,56.7,172.72,Southpaw,1993-11-14
Wagnney Fabiano,The Silencer,167.64,65.77,175.26,Southpaw,1975-07-14
Willie Gates,,172.72,56.7,182.88,Orthodox,1987-01-21
Andrews Nakahara,,185.42,83.91,,Orthodox,1983-03-12
Roque Martinez,,177.8,113.4,182.88,Orthodox,1986-03-04
Daniel Cormier,DC,180.34,106.59,182.88,Orthodox,1979-03-20
Casey Kenney,,170.18,61.23,172.72,Southpaw,1991-03-20
Hirotaka Yokoi,Kaibatsu-Kun,180.34,92.99,,Orthodox,1978-06-08
Alexander Gustafsson,The Mauler,195.58,92.99,200.66,Orthodox,1987-01-15
Antonio Banuelos,,165.1,61.23,160.02,Orthodox,1979-09-23
Rodrigo Gracie,,182.88,83.01,,Orthodox,1975-04-11
Kevin Casey,King,180.34,83.91,195.58,Southpaw,1981-06-15
Chael Sonnen,,185.42,92.99,185.42,Southpaw,1977-04-03
Sergio Pettis,,167.64,56.7,175.26,Orthodox,1993-08-18
Dylan Andrews,The Villain,185.42,83.91,187.96,Switch,1979-11-15
Josh Samman,Anqa,190.5,83.91,200.66,Orthodox,1988-03-14
Bec Rawlings,Rowdy,167.64,56.7,162.56,Orthodox,1989-02-11
Luke Barnatt,The Bigslow,198.12,83.91,195.58,Orthodox,1988-04-13
John Cholish,,180.34,70.31,187.96,Orthodox,1983-12-17
Benji Radach,Razor,177.8,83.91,,Orthodox,1979-04-05
Rory MacDonald,Red King,182.88,77.11,193.04,Orthodox,1989-07-22
Evan Elder,The Phenom,177.8,70.31,182.88,Switch,1997-04-11
Ryan Bader,Darth,187.96,92.99,187.96,Orthodox,1983-06-07
Chico Camus,The King,167.64,56.7,167.64,Orthodox,1985-01-26
Rob Emerson,The Saint,175.26,70.31,177.8,Orthodox,1981-07-30
Magomed Mustafaev,The Sniper,172.72,70.31,180.34,Orthodox,1988-08-02
Sergio Moraes,The Panther,182.88,77.11,182.88,Orthodox,1982-07-23
Johnny Eduardo,,170.18,61.23,180.34,Orthodox,1978-08-03
Abel Trujillo,Killa,172.72,70.31,177.8,Orthodox,1983-09-18
Aleksandra Albu,Stitch,157.48,52.16,160.02,Orthodox,1990-07-14
Mads Burnell,,172.72,65.77,175.26,Orthodox,1994-03-06
Kazula Vargas,,172.72,70.31,180.34,Southpaw,1985-08-15
Dominick Reyes,The Devastator,193.04,92.99,195.58,Southpaw,1989-12-26
John Marsh,,182.88,120.2,,Orthodox,1970-09-15
Brad Pickett,One Punch,167.64,61.23,172.72,Orthodox,1978-09-24
Genaro Valdez,Rayadito,175.26,70.31,182.88,Orthodox,1992-01-16
Lyoto Machida,The Dragon,185.42,83.91,187.96,Southpaw,1978-05-30
Michael Graves,,177.8,77.11,180.34,Orthodox,1991-01-08
Paul Buentello,The Headhunter,187.96,111.13,195.58,Orthodox,1974-01-16
Maurice Greene,The Crochet Boss,200.66,117.03,203.2,Orthodox,1986-07-05
Jeremy Stephens,Lil' Heathen,175.26,65.77,180.34,Orthodox,1986-05-25
Antonio Schembri,Nino,175.26,92.99,,Orthodox,1974-06-01
Ricky Simon,,167.64,61.23,175.26,Orthodox,1992-08-31
Mark Kerr,The Smashing Machine,190.5,120.66,,Switch,1968-12-21
Hiromitsu Kanehara,,177.8,90.72,,Orthodox,1970-10-05
Vik Grujic,The Spartan,180.34,77.11,185.42,Orthodox,1977-02-06
Joby Sanchez,,167.64,61.23,172.72,Orthodox,1991-06-24
Leandro Silva,Buscape,175.26,70.31,182.88,Orthodox,1985-11-11
Raoni Barcelos,,170.18,61.23,170.18,Orthodox,1987-05-01
Court McGee,The Crusher,180.34,77.11,190.5,Orthodox,1984-12-12
Antonina Shevchenko,La Pantera,172.72,56.7,170.18,Southpaw,1984-11-20
Adriano Martins,,177.8,70.31,182.88,Southpaw,1982-12-16
Leonardo Mafra,Macarrao,177.8,70.31,177.8,Orthodox,1989-04-25
Anton Kuivanen,,172.72,70.31,182.88,Orthodox,1984-05-01
William Knight,Knightmare,177.8,92.99,185.42,Orthodox,1988-04-03
Brok Weaver,Chata Tuska,182.88,70.31,185.42,Southpaw,1991-12-05
Julio Arce,,170.18,61.23,177.8,Southpaw,1989-10-27
Askar Askarov,Bullet,167.64,56.7,170.18,Orthodox,1992-10-09
Mitch Clarke,Danger Zone,177.8,70.31,185.42,Orthodox,1985-11-24
Adam Wieczorek,Siwy,195.58,113.4,205.74,Orthodox,1992-02-05
Dan Hardy,The Outlaw,182.88,77.11,187.96,Orthodox,1982-05-17
Cain Velasquez,,185.42,108.86,195.58,Orthodox,1982-07-28
Mike Grundy,,170.18,65.77,182.88,Orthodox,1987-01-03
Wulijiburen,Beast Master,175.26,61.23,175.26,Orthodox,1989-03-01
Phil Rowe,The Fresh Prince,190.5,77.11,203.2,Orthodox,1990-07-18
Farid Basharat,Ferocious,172.72,61.23,180.34,Orthodox,1997-08-02
Tyler Toner,,172.72,65.77,177.8,Orthodox,1983-03-31
Jessica Andrade,Bate Estaca,154.94,52.16,157.48,Orthodox,1991-09-25
Sean Sherk,The Muscle Shark,167.64,70.31,170.18,Orthodox,1973-08-05
Ryan Benoit,Baby Face,165.1,56.7,172.72,Orthodox,1989-08-25
Akbarh Arreola,El Caballero,177.8,70.31,180.34,Southpaw,1983-01-14
Zak Ottow,The Barbarian,180.34,77.11,182.88,Orthodox,1986-12-22
Angela Magana,Your Majesty,154.94,52.16,165.1,Orthodox,1983-08-02
Valentina Shevchenko,Bullet,165.1,56.7,167.64,Southpaw,1988-03-07
Tomasz Drwal,Gorilla,185.42,92.99,193.04,Orthodox,1982-01-22
Akira Shoji,,172.72,88.45,,Orthodox,1974-01-31
Sean O'Malley,Sugar,180.34,61.23,182.88,Switch,1994-10-24
Guido Cannetti,Ninja,167.64,61.23,172.72,Southpaw,1979-12-19
Muhsin Corbbrey,,177.8,70.31,,Orthodox,1978-05-18
Josh Koscheck,,177.8,77.11,185.42,Orthodox,1977-11-30
Jake Ellenberger,The Juggernaut,175.26,77.11,180.34,Orthodox,1985-03-28
Ben Rothwell,,193.04,120.2,198.12,Orthodox,1981-10-17
Alex Pereira,Poatan,193.04,92.99,200.66,Orthodox,1987-07-07
Ignacio Bahamondes,La Jaula,190.5,70.31,190.5,Orthodox,1997-08-27
Veronica Hardy,,162.56,56.7,162.56,Southpaw,1995-10-30
Tyron Woodley,The Chosen One,175.26,77.11,187.96,Orthodox,1982-04-07
Steve Bruno,Hollywood,177.8,77.11,,Orthodox,1981-11-03
Jordan Wright,The Beverly Hills Ninja,187.96,92.99,195.58,Orthodox,1991-10-07
Elizeu Zaleski dos Santos,Capoeira,180.34,77.11,185.42,Orthodox,1986-12-11
Piotr Hallmann,Pletwal,175.26,70.31,180.34,Orthodox,1987-08-25
Jack Hermansson,The Joker,185.42,83.91,195.58,Orthodox,1988-06-10
Germaine de Randamie,The Iron Lady,175.26,61.23,180.34,Orthodox,1984-04-24
John Howard,Doomsday,170.18,77.11,182.88,Orthodox,1983-03-01
Nicco Montano,,165.1,61.23,165.1,Southpaw,1988-12-16
Paulo Cesar Silva,Giant,226.06,174.63,,Orthodox,1963-07-21
Dan Moret,The Hitman,182.88,70.31,185.42,Southpaw,1986-11-21
Ricky Glenn,The Gladiator,182.88,70.31,177.8,Southpaw,1989-04-12
Sodiq Yusuff,Super,175.26,65.77,180.34,Orthodox,1993-05-19
Cub Swanson,,172.72,65.77,177.8,Orthodox,1983-11-02
Zhang Weili,Magnum,162.56,52.16,160.02,Switch,1989-08-13
Cristiane Justino,Cyborg,172.72,65.77,172.72,Orthodox,1985-07-09
Sean Pierson,The Punisher,182.88,77.11,193.04,Southpaw,1976-03-10
Dan Hooker,The Hangman,182.88,70.31,190.5,Switch,1990-02-13
Aaron Rosa,,193.04,92.99,195.58,Orthodox,1983-05-28
Mike Whitehead,,185.42,92.99,,Orthodox,1981-06-29
Yosdenis Cedeno,Pink Panther,172.72,70.31,175.26,Orthodox,1985-02-12
Chris Kelades,The Greek Assassin,170.18,56.7,172.72,Orthodox,1981-02-21
Leon Edwards,Rocky,187.96,77.11,187.96,Southpaw,1991-08-25
Montel Jackson,Quik,177.8,61.23,190.5,Southpaw,1992-04-24
Jack Della Maddalena,,180.34,77.11,185.42,Switch,1996-09-10
Will Brooks,Ill,177.8,70.31,182.88,Orthodox,1986-10-08
Rafa Garcia,Gifted,170.18,70.31,177.8,Orthodox,1994-08-05
Mallory Martin,,162.56,52.16,160.02,Orthodox,1994-01-29
Irene Aldana,,175.26,61.23,172.72,Orthodox,1988-03-26
Dennis Buzukja,The Great,175.26,65.77,177.8,Switch,1997-10-01
Merab Dvalishvili,The Machine,167.64,61.23,172.72,Orthodox,1991-01-10
Lara Procopio,,162.56,56.7,170.18,Orthodox,1995-11-14
Jens Pulver,Little Evil,170.18,65.77,177.8,Southpaw,1974-12-06
Maximo Blanco,Maxi,172.72,65.77,180.34,Orthodox,1983-10-16
Mirko Filipovic,Cro Cop,187.96,104.33,185.42,Southpaw,1974-09-10
Jinh Yu Frey,,160.02,52.16,165.1,Southpaw,1985-05-20
Dan Henderson,Hendo,180.34,83.91,187.96,Orthodox,1970-08-24
Ryo Chonan,Piranah,175.26,77.11,177.8,Orthodox,1976-10-08
Alonzo Menifield,Atomic,182.88,92.99,193.04,Orthodox,1987-10-18
Luiz Azeredo,,175.26,69.85,,Orthodox,1976-06-10
Nate Maness,Mayhem,177.8,56.7,182.88,Orthodox,1991-06-27
Bobby Green,King,177.8,70.31,180.34,Orthodox,1986-09-09
Bruno Silva,Bulldog,162.56,56.7,165.1,Orthodox,1990-03-16
Akiyo Nishiura,Wicky Akiyo,172.72,63.05,,Southpaw,1983-08-08
Ariane Lipski,Queen of Violence,167.64,56.7,170.18,Orthodox,1994-01-26
Keith Wisniewski,The Polish Connection,182.88,77.11,,Orthodox,1981-10-25
Melissa Gatto,,165.1,56.7,175.26,Orthodox,1996-05-02
Carlos Ulberg,Black Jag,193.04,92.99,195.58,Orthodox,1990-11-07
Yui Chul Nam,The Korean Bulldozer,175.26,65.77,,Orthodox,1981-07-16
Rob Font,,172.72,61.23,180.34,Orthodox,1987-06-25
Liz Carmouche,Girlrilla,167.64,56.7,167.64,Orthodox,1984-02-19
Constantinos Philippou,,180.34,83.91,185.42,Orthodox,1979-11-29
Cung Le,,175.26,83.91,177.8,Southpaw,1972-05-25
Lyle Beerbohm,Fancy Pants,177.8,70.31,,Southpaw,1979-02-05
Myles Jury,Fury,177.8,65.77,185.42,Orthodox,1988-10-31
Joshua Burkman,The People's Warrior,177.8,77.11,182.88,Orthodox,1980-04-10
Ali Bagautinov,Puncher,162.56,56.7,165.1,Orthodox,1985-06-10
Ilir Latifi,The Sledgehammer,177.8,104.33,185.42,Orthodox,1982-07-28
Katlyn Chookagian,Blonde Fighter,175.26,56.7,172.72,Orthodox,1988-12-28
Francis Ngannou,The Predator,193.04,113.4,210.82,Orthodox,1986-09-05
Tristan Connelly,Boondock,177.8,65.77,172.72,Orthodox,1985-12-12
Journey Newson,,165.1,61.23,170.18,Orthodox,1989-03-07
Ariane Carnelossi,Sorriso,157.48,52.16,154.94,Orthodox,1992-11-17
Thibault Gouti,GT,177.8,70.31,182.88,Orthodox,1987-02-27
Marlon Moraes,Magic,167.64,61.23,170.18,Orthodox,1988-04-26
Kiichi Kunimoto,Strasser,177.8,77.11,180.34,Orthodox,1981-05-01
Luana Pinheiro,,157.48,52.16,157.48,Orthodox,1992-11-18
Jessica-Rose Clark,,165.1,61.23,162.56,Orthodox,1987-11-28
AJ Dobson,,185.42,83.91,193.04,Orthodox,1992-01-18
Chidi Njokuani,Bang Bang,190.5,83.91,203.2,Orthodox,1988-12-31
Jonathan Brookins,,182.88,65.77,187.96,Southpaw,1985-08-13
Jiri Prochazka,,190.5,92.99,203.2,Orthodox,1992-10-14
Kennedy Nzechukwu,African Savage,195.58,92.99,210.82,Southpaw,1992-06-13
Luiz Cane,Banha,187.96,83.91,195.58,Southpaw,1981-04-24
Lando Vannata,Groovy,175.26,70.31,180.34,Orthodox,1992-03-14
Kenichi Yamamoto,,182.88,77.11,,Orthodox,1976-07-11
Tor Troeng,The Hammer,187.96,83.91,,Orthodox,1983-01-25
David Onama,,180.34,65.77,187.96,Orthodox,1994-06-07
Hayato Sakurai,Mach,170.18,76.2,,Orthodox,1975-08-24
Chris Clements,The Menace,177.8,77.11,177.8,Orthodox,1976-02-09
Siyar Bahadurzada,The Great,180.34,77.11,185.42,Orthodox,1984-04-17
Valerie Letourneau,Trouble,170.18,52.16,172.72,Orthodox,1983-04-29
Bryan Barberena,Bam Bam,182.88,77.11,182.88,Southpaw,1989-05-03
Guangyou Ning,Smasher,162.56,65.77,162.56,Southpaw,1981-12-15
Timur Valiev,Lucky,167.64,61.23,170.18,Orthodox,1990-01-19
Alejandro Perez,Turbo,167.64,61.23,170.18,Orthodox,1989-09-02
Arnold Allen,Almighty,172.72,65.77,177.8,Southpaw,1994-01-22
Macy Chiasson,,180.34,61.23,182.88,Orthodox,1991-07-27
Khadis Ibragimov,,190.5,92.99,198.12,Orthodox,1995-05-21
Chad Mendes,Money,167.64,65.77,167.64,Orthodox,1985-05-01
Rodrigo Damm,,170.18,70.31,180.34,Orthodox,1980-02-03
Cody Gibson,The Renegade,177.8,61.23,180.34,Orthodox,1987-09-11
Yuri Villefort,,182.88,77.11,185.42,Orthodox,1991-03-23
Max Holloway,Blessed,180.34,65.77,175.26,Orthodox,1991-12-04
Jorge Masvidal,Gamebred,180.34,77.11,187.96,Orthodox,1984-11-12
Alex Morono,The Great White,180.34,77.11,182.88,Orthodox,1990-08-16
Alan Patrick,Nuguette,180.34,70.31,187.96,Southpaw,1983-07-19
Jim Alers,The Beast,175.26,65.77,180.34,Orthodox,1986-10-14
Matt Bessette,The Mangler,177.8,65.77,177.8,Orthodox,1984-12-28
Alan Jouban,Brahma,182.88,77.11,185.42,Southpaw,1981-11-25
Tony Gravely,,165.1,61.23,175.26,Orthodox,1991-09-28
Viscardi Andrade,,180.34,77.11,190.5,Orthodox,1984-03-08
Daniel Kelly,,182.88,83.91,177.8,Southpaw,1977-10-31
Chance Rencountre,Black Eagle,187.96,77.11,190.5,Southpaw,1986-12-31
Kai Kamaka,The Fighting Hawaiian,170.18,65.77,175.26,Orthodox,1995-01-05
Sijara Eubanks,SarJ,162.56,56.7,170.18,Orthodox,1985-04-27
Glaico Franca Moreira,Nego,182.88,70.31,195.58,Orthodox,1991-02-28
Devonte Smith,King Kage,175.26,70.31,193.04,Orthodox,1993-07-30
Luan Chagas,Tarzan,182.88,77.11,190.5,Orthodox,1993-06-17
Jesse Lennox,The Ox,175.26,77.11,182.88,Orthodox,1982-03-10
Syuri Kondo,,162.56,52.16,167.64,Orthodox,1989-02-08
Brady Hiestand,,172.72,61.23,180.34,Orthodox,1999-04-30
Ode Osbourne,The Jamaican Sensation,170.18,56.7,185.42,Southpaw,1992-01-09
Zach Makovsky,Fun Size,162.56,56.7,162.56,Southpaw,1983-04-19
Brian Stann,All American,185.42,92.99,187.96,Orthodox,1980-09-24
Johny Hendricks,Bigg Rigg,175.26,83.91,175.26,Southpaw,1983-09-12
Thiago Alves,Pitbull,175.26,77.11,177.8,Orthodox,1983-10-03
Waylon Lowe,,170.18,65.77,,Southpaw,1980-10-31
Gabe Green,Gifted,177.8,77.11,185.42,Switch,1993-05-02
Keita Nakamura,K-Taro,180.34,77.11,185.42,Southpaw,1984-05-22
Joselyne Edwards,La Pantera,172.72,61.23,177.8,Orthodox,1995-09-29
Daniel Zellhuber,Golden Boy,185.42,70.31,195.58,Switch,1999-07-07
Heather Clark,Hurricane,167.64,52.16,162.56,Orthodox,1980-09-19
Amar Suloev,,175.26,83.01,,Orthodox,1976-07-01
Pete Spratt,The Secret Weapon,175.26,77.11,,Orthodox,1971-01-09
John Franchi,,167.64,65.77,170.18,Orthodox,1982-07-16
Tiago dos Santos e Silva,Trator,175.26,65.77,177.8,Orthodox,1987-04-12
Rinat Fakhretdinov,Gladiator,182.88,77.11,187.96,Orthodox,1991-09-28
Frankie Edgar,The Answer,167.64,61.23,172.72,Orthodox,1981-10-16
Martin Buday,Badys,193.04,120.2,195.58,Orthodox,1991-11-11
Conor Heun,Hurricane,177.8,70.31,,Orthodox,1979-02-11
Hannah Cifers,Shockwave,154.94,52.16,157.48,Orthodox,1992-06-26
Jan Blachowicz,,187.96,92.99,198.12,Orthodox,1983-02-24
Ian Loveland,The Barn Owl,172.72,65.77,,Orthodox,1983-09-07
Carlos Candelario,The Cannon,172.72,56.7,172.72,Southpaw,1991-06-04
Max Griffin,Pain,180.34,77.11,193.04,Orthodox,1985-11-29
Neil Magny,The Haitian Sensation,190.5,77.11,203.2,Orthodox,1987-08-03
Nazim Sadykhov,Black Wolf,177.8,70.31,175.26,Southpaw,1994-05-16
Cory Sandhagen,,180.34,61.23,177.8,Switch,1992-04-20
Trevin Giles,,182.88,77.11,187.96,Orthodox,1992-08-06
Frankie Perez,,180.34,70.31,185.42,Orthodox,1989-05-11
Dan Ige,50K,170.18,65.77,180.34,Orthodox,1991-08-06
Nah-Shon Burrell,The Rock n Rolla,180.34,77.11,,Orthodox,1990-02-05
Alex Da Silva,Leko,172.72,70.31,185.42,Orthodox,1996-02-04
Bruno Santos,Carioca,175.26,83.91,,Orthodox,1987-07-17
Andre Fili,Touchy,180.34,65.77,187.96,Orthodox,1990-06-25
Carlos Hernandez,,172.72,56.7,170.18,Orthodox,1993-10-25
Julia Avila,Raging Panda,170.18,61.23,172.72,Orthodox,1988-05-11
Tracy Cortez,,165.1,56.7,165.1,Orthodox,1993-12-10
Deividas Taurosevicius,,175.26,65.77,172.72,Southpaw,1977-08-28
Enrique Barzola,El Fuerte,170.18,65.77,177.8,Orthodox,1989-04-28
Nick Ring,The Promise,182.88,83.91,187.96,Southpaw,1979-02-10
Amir Sadollah,,177.8,77.11,190.5,Orthodox,1980-08-27
Carla Esparza,Cookie Monster,154.94,52.16,160.02,Orthodox,1987-10-10
Joanne Wood,JoJo,167.64,56.7,165.1,Orthodox,1985-12-23
Benito Lopez,Golden Boy,177.8,61.23,185.42,Switch,1994-04-06
Daniel Teymur,Kid Dynamite,165.1,65.77,175.26,Orthodox,1988-02-03
Dennis Siver,,167.64,65.77,177.8,Orthodox,1979-01-13
Jessin Ayari,,182.88,70.31,185.42,Orthodox,1992-05-31
Michael Bisping,The Count,185.42,83.91,190.5,Orthodox,1979-02-28
Movsar Evloev,,170.18,65.77,182.88,Orthodox,1994-02-11
Gilbert Melendez,El Nino,175.26,65.77,185.42,Orthodox,1982-04-12
Mike Davis,Beast Boy,182.88,70.31,182.88,Orthodox,1992-10-07
Henrique da Silva,Frankenstein,190.5,92.99,193.04,Orthodox,1989-09-01
Will Campuzano,,175.26,56.7,177.8,Orthodox,1986-05-27
Vitor Miranda,Lex Luthor,185.42,83.91,195.58,Orthodox,1979-03-10
Khalid Taha,The Warrior,165.1,61.23,175.26,Orthodox,1992-02-15
Manny Tapia,The Mangler,165.1,61.23,170.18,Orthodox,1981-03-14
Nam Phan,,167.64,61.23,177.8,Orthodox,1983-03-13
Gina Mazany,Danger,167.64,56.7,172.72,Southpaw,1988-08-19
Omari Akhmedov,Wolverine,182.88,83.91,185.42,Orthodox,1987-10-12
Mike Perry,Platinum,177.8,77.11,180.34,Orthodox,1991-09-15
Douglas Silva de Andrade,D Silva,170.18,61.23,172.72,Orthodox,1985-06-22
Paul Felder,The Irish Dragon,180.34,70.31,177.8,Orthodox,1984-04-25
Trevin Jones,5 Star,170.18,61.23,177.8,Southpaw,1990-08-04
Hyun Gyu Lim,The Ace,190.5,77.11,195.58,Orthodox,1985-01-16
LC Davis,,172.72,61.23,175.26,Southpaw,1980-10-28
Nicholas Musoke,Nico,182.88,77.11,190.5,Orthodox,1986-04-05
Eric Shelton,Showtime,167.64,56.7,172.72,Orthodox,1991-02-02
Mara Romero Borella,,167.64,56.7,175.26,Orthodox,1986-06-03
Nick Maximov,,182.88,83.91,193.04,Southpaw,1997-12-23
Danielle Taylor,Dynamite,152.4,52.16,152.4,Orthodox,1989-10-25
Andrei Arlovski,The Pitbull,190.5,108.86,195.58,Orthodox,1979-02-04
